File Path,File Name,Title,Splunk Query
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_sysprep_appdata.yml,proc_creation_win_sysprep_appdata.yml,Sysprep on AppData Folder,Image=\\sysprep.exe CommandLine=\\AppData\\
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_systeminfo_execution.yml,proc_creation_win_systeminfo_execution.yml,Suspicious Execution of Systeminfo,Image=\\systeminfo.exe OR OriginalFileName=sysinfo.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_systemsettingsadminflows_turn_on_dev_features.yml,proc_creation_win_systemsettingsadminflows_turn_on_dev_features.yml,Potential Signing Bypass Via Windows Developer Features,"Image=\\SystemSettingsAdminFlows.exe OR OriginalFileName=SystemSettingsAdminFlows.EXE CommandLine=TurnOnDeveloperFeatures CommandLine IN (DeveloperUnlock, EnableSideloading)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_takeown_recursive_own.yml,proc_creation_win_takeown_recursive_own.yml,Suspicious Recursive Takeown,"Image=\\takeown.exe CommandLine=/f  CommandLine=/r | table CommandLine,ParentCommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tapinstall_execution.yml,proc_creation_win_tapinstall_execution.yml,Tap Installer Execution,"Image=\\tapinstall.exe NOT (Image IN (:\\Program Files\\Avast Software\\SecureLine VPN\\, :\\Program Files (x86)\\Avast Software\\SecureLine VPN\\) OR Image=:\\Program Files\\OpenVPN Connect\\drivers\\tap\\ OR Image=:\\Program Files (x86)\\Proton Technologies\\ProtonVPNTap\\installer\\)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tar_compression.yml,proc_creation_win_tar_compression.yml,Compressed File Creation Via Tar.EXE,"Image=\\tar.exe OR OriginalFileName=bsdtar CommandLine IN (-c, -r, -u)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tar_extraction.yml,proc_creation_win_tar_extraction.yml,Compressed File Extraction Via Tar.EXE,Image=\\tar.exe OR OriginalFileName=bsdtar CommandLine=-x
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_taskkill_sep.yml,proc_creation_win_taskkill_sep.yml,Taskkill Symantec Endpoint Protection,CommandLine=taskkill CommandLine= /F  CommandLine= /IM  CommandLine=ccSvcHst.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tasklist_module_enumeration.yml,proc_creation_win_tasklist_module_enumeration.yml,Loaded Module Enumeration Via Tasklist.EXE,Image=\\tasklist.exe OR OriginalFileName=tasklist.exe CommandLine=-m OR CommandLine=/m OR CommandLine=–m OR CommandLine=—m OR CommandLine=―m CommandLine=rdpcorets.dll
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_taskmgr_localsystem.yml,proc_creation_win_taskmgr_localsystem.yml,Taskmgr as LOCAL_SYSTEM,"User IN (AUTHORI, AUTORI) Image=\\taskmgr.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_taskmgr_susp_child_process.yml,proc_creation_win_taskmgr_susp_child_process.yml,New Process Created Via Taskmgr.EXE,"ParentImage=\\taskmgr.exe NOT (Image IN (:\\Windows\\System32\\mmc.exe, :\\Windows\\System32\\resmon.exe, :\\Windows\\System32\\Taskmgr.exe))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_teams_suspicious_command_line_cred_access.yml,proc_creation_win_teams_suspicious_command_line_cred_access.yml,Potentially Suspicious Command Targeting Teams Sensitive Files,"CommandLine IN (\\Microsoft\\Teams\\Cookies, \\Microsoft\\Teams\\Local Storage\\leveldb) NOT Image=\\Microsoft\\Teams\\current\\Teams.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tpmvscmgr_add_virtual_smartcard.yml,proc_creation_win_tpmvscmgr_add_virtual_smartcard.yml,New Virtual Smart Card Created Via TpmVscMgr.EXE,Image=\\tpmvscmgr.exe OriginalFileName=TpmVscMgr.exe CommandLine=create
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tscon_localsystem.yml,proc_creation_win_tscon_localsystem.yml,Suspicious TSCON Start as SYSTEM,"User IN (AUTHORI, AUTORI) Image=\\tscon.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tscon_rdp_redirect.yml,proc_creation_win_tscon_rdp_redirect.yml,Suspicious RDP Redirect Using TSCON,CommandLine= /dest:rdp-tcp#
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_tscon_rdp_session_hijacking.yml,proc_creation_win_tscon_rdp_session_hijacking.yml,Potential RDP Session Hijacking Activity,Image=\\tscon.exe OR OriginalFileName=tscon.exe IntegrityLevel=SYSTEM
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_changepk_slui.yml,proc_creation_win_uac_bypass_changepk_slui.yml,UAC Bypass Using ChangePK and SLUI,"Image=\\changepk.exe ParentImage=\\slui.exe IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_cleanmgr.yml,proc_creation_win_uac_bypass_cleanmgr.yml,UAC Bypass Using Disk Cleanup,"CommandLine=\\\system32\\cleanmgr.exe /autoclean /d C: ParentCommandLine=C:\\Windows\\system32\\svchost.exe -k netsvcs -p -s Schedule IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_cmstp.yml,proc_creation_win_uac_bypass_cmstp.yml,Bypass UAC via CMSTP,"Image=\\cmstp.exe OR OriginalFileName=CMSTP.EXE CommandLine IN (/s, -s, /au, -au, /ni, -ni) | table ComputerName,User,CommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_cmstp_com_object_access.yml,proc_creation_win_uac_bypass_cmstp_com_object_access.yml,CMSTP UAC Bypass via COM Object Access,"ParentImage=\\DllHost.exe ParentCommandLine IN ( /Processid:{3E5FC7F9-9A51-4367-9063-A120244FBEC7},  /Processid:{3E000D72-A845-4CD9-BD83-80C07C3B881F},  /Processid:{BD54C901-076B-434E-B6C7-17C531F4AB41},  /Processid:{D2E7041B-2927-42FB-8E9F-7CE93B6DC937},  /Processid:{E9495B87-D950-4AB5-87A5-FF6D70BF3E90}) IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_computerdefaults.yml,proc_creation_win_uac_bypass_computerdefaults.yml,UAC Bypass Tools Using ComputerDefaults,"IntegrityLevel IN (High, System) Image=C:\\Windows\\System32\\ComputerDefaults.exe NOT (ParentImage IN (:\\Windows\\System32, :\\Program Files))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_consent_comctl32.yml,proc_creation_win_uac_bypass_consent_comctl32.yml,UAC Bypass Using Consent and Comctl32 - Process,"ParentImage=\\consent.exe Image=\\werfault.exe IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_dismhost.yml,proc_creation_win_uac_bypass_dismhost.yml,UAC Bypass Using DismHost,"ParentImage=C:\\Users\\ ParentImage=\\AppData\\Local\\Temp\\ ParentImage=\\DismHost.exe IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_eventvwr_recentviews.yml,proc_creation_win_uac_bypass_eventvwr_recentviews.yml,UAC Bypass Using Event Viewer RecentViews,"CommandLine IN (\\Event Viewer\\RecentViews, \\EventV~1\\RecentViews) CommandLine=>"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_fodhelper.yml,proc_creation_win_uac_bypass_fodhelper.yml,Bypass UAC via Fodhelper.exe,"ParentImage=\\fodhelper.exe | table ComputerName,User,CommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_hijacking_firwall_snap_in.yml,proc_creation_win_uac_bypass_hijacking_firwall_snap_in.yml,UAC Bypass via Windows Firewall Snap-In Hijack,ParentImage=\\mmc.exe ParentCommandLine=WF.msc NOT Image=\\WerFault.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_icmluautil.yml,proc_creation_win_uac_bypass_icmluautil.yml,UAC Bypass via ICMLuaUtil,"ParentImage=\\dllhost.exe ParentCommandLine IN (/Processid:{3E5FC7F9-9A51-4367-9063-A120244FBEC7}, /Processid:{D2E7041B-2927-42FB-8E9F-7CE93B6DC937}) NOT (Image=\\WerFault.exe OR OriginalFileName=WerFault.exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_idiagnostic_profile.yml,proc_creation_win_uac_bypass_idiagnostic_profile.yml,UAC Bypass Using IDiagnostic Profile,"ParentImage=\\DllHost.exe ParentCommandLine= /Processid:{12C21EA7-2EB8-4B55-9249-AC243DA8C666} IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_ieinstal.yml,proc_creation_win_uac_bypass_ieinstal.yml,UAC Bypass Using IEInstal - Process,"IntegrityLevel IN (High, System) ParentImage=\\ieinstal.exe Image=\\AppData\\Local\\Temp\\ Image=consent.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_msconfig_gui.yml,proc_creation_win_uac_bypass_msconfig_gui.yml,UAC Bypass Using MSConfig Token Modification - Process,"IntegrityLevel IN (High, System) ParentImage=\\AppData\\Local\\Temp\\pkgmgr.exe CommandLine=\C:\\Windows\\system32\\msconfig.exe\ -5"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_ntfs_reparse_point.yml,proc_creation_win_uac_bypass_ntfs_reparse_point.yml,UAC Bypass Using NTFS Reparse Point - Process,"(CommandLine=\C:\\Windows\\system32\\wusa.exe\  /quiet C:\\Users\\ CommandLine=\\AppData\\Local\\Temp\\update.msu IntegrityLevel IN (High, System)) OR (ParentCommandLine=\C:\\Windows\\system32\\dism.exe\ /online /quiet /norestart /add-package /packagepath:\C:\\Windows\\system32\\pe386\ /ignorecheck IntegrityLevel IN (High, System) CommandLine=C:\\Users\\ CommandLine=\\AppData\\Local\\Temp\\ CommandLine=\\dismhost.exe { Image=\\DismHost.exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_pkgmgr_dism.yml,proc_creation_win_uac_bypass_pkgmgr_dism.yml,UAC Bypass Using PkgMgr and DISM,"ParentImage=\\pkgmgr.exe Image=\\dism.exe IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_sdclt.yml,proc_creation_win_uac_bypass_sdclt.yml,Potential UAC Bypass Via Sdclt.EXE,Image=sdclt.exe IntegrityLevel=High
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_trustedpath.yml,proc_creation_win_uac_bypass_trustedpath.yml,TrustedPath UAC Bypass Pattern,Image=C:\\Windows \\System32\\
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_winsat.yml,proc_creation_win_uac_bypass_winsat.yml,UAC Bypass Abusing Winsat Path Parsing - Process,"IntegrityLevel IN (High, System) ParentImage=\\AppData\\Local\\Temp\\system32\\winsat.exe ParentCommandLine=C:\\Windows \\system32\\winsat.exe"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_wmp.yml,proc_creation_win_uac_bypass_wmp.yml,UAC Bypass Using Windows Media Player - Process,"(Image=C:\\Program Files\\Windows Media Player\\osk.exe IntegrityLevel IN (High, System)) OR (Image=C:\\Windows\\System32\\cmd.exe ParentCommandLine=\C:\\Windows\\system32\\mmc.exe\ \C:\\Windows\\system32\\eventvwr.msc\ /s IntegrityLevel IN (High, System))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_wsreset.yml,proc_creation_win_uac_bypass_wsreset.yml,Bypass UAC via WSReset.exe,ParentImage=\\wsreset.exe NOT (Image=\\conhost.exe OR OriginalFileName=CONHOST.EXE)
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uac_bypass_wsreset_integrity_level.yml,proc_creation_win_uac_bypass_wsreset_integrity_level.yml,UAC Bypass WSReset,"Image=\\wsreset.exe IntegrityLevel IN (High, System)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_ultravnc.yml,proc_creation_win_ultravnc.yml,Use of UltraVNC Remote Access Software,Description=VNCViewer OR Product=UltraVNC VNCViewer OR Company=UltraVNC OR OriginalFileName=VNCViewer.exe
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_ultravnc_susp_execution.yml,proc_creation_win_ultravnc_susp_execution.yml,Suspicious UltraVNC Execution,CommandLine=-autoreconnect  CommandLine=-connect  CommandLine=-id:
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_uninstall_crowdstrike_falcon.yml,proc_creation_win_uninstall_crowdstrike_falcon.yml,Uninstall Crowdstrike Falcon Sensor,CommandLine=\\WindowsSensor.exe CommandLine= /uninstall CommandLine= /quiet
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_userinit_uncommon_child_processes.yml,proc_creation_win_userinit_uncommon_child_processes.yml,Uncommon Userinit Child Process,"ParentImage=\\userinit.exe NOT Image=:\\WINDOWS\\explorer.exe NOT (CommandLine IN (netlogon.bat, UsrLogon.cmd) OR CommandLine=PowerShell.exe OR Image IN (:\\Windows\\System32\\proquota.exe, :\\Windows\\SysWOW64\\proquota.exe) OR Image IN (:\\Program Files (x86)\\Citrix\\HDX\\bin\\cmstart.exe, :\\Program Files (x86)\\Citrix\\HDX\\bin\\icast.exe, :\\Program Files (x86)\\Citrix\\System32\\icast.exe, :\\Program Files\\Citrix\\HDX\\bin\\cmstart.exe, :\\Program Files\\Citrix\\HDX\\bin\\icast.exe, :\\Program Files\\Citrix\\System32\\icast.exe) OR Image!=)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vaultcmd_list_creds.yml,proc_creation_win_vaultcmd_list_creds.yml,Windows Credential Manager Access via VaultCmd,Image=\\VaultCmd.exe OR OriginalFileName=VAULTCMD.EXE CommandLine=/listcreds:
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_verclsid_runs_com.yml,proc_creation_win_verclsid_runs_com.yml,Verclsid.exe Runs COM Object,Image=\\verclsid.exe OR OriginalFileName=verclsid.exe CommandLine=/S CommandLine=/C | table CommandLine
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_virtualbox_execution.yml,proc_creation_win_virtualbox_execution.yml,Detect Virtualbox Driver Installation OR Starting Of VMs,"CommandLine IN (VBoxRT.dll,RTR3Init, VBoxC.dll, VBoxDrv.sys) OR CommandLine IN (startvm, controlvm) | table ComputerName,User,CommandLine,ParentCommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_virtualbox_vboxdrvinst_execution.yml,proc_creation_win_virtualbox_vboxdrvinst_execution.yml,Suspicious VBoxDrvInst.exe Parameters,"Image=\\VBoxDrvInst.exe CommandLine=driver CommandLine=executeinf | table ComputerName,User,CommandLine,ParentCommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vmware_toolbox_cmd_persistence.yml,proc_creation_win_vmware_toolbox_cmd_persistence.yml,Potential Persistence Via VMwareToolBoxCmd.EXE VM State Change Script,Image=\\VMwareToolBoxCmd.exe OR OriginalFileName=toolbox-cmd.exe CommandLine= script  CommandLine= set
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vmware_toolbox_cmd_persistence_susp.yml,proc_creation_win_vmware_toolbox_cmd_persistence_susp.yml,Suspicious Persistence Via VMwareToolBoxCmd.EXE VM State Change Script,"Image=\\VMwareToolBoxCmd.exe OR OriginalFileName=toolbox-cmd.exe CommandLine= script  CommandLine= set  CommandLine IN (:\\PerfLogs\\, :\\Temp\\, :\\Windows\\System32\\Tasks\\, :\\Windows\\Tasks\\, :\\Windows\\Temp\\, \\AppData\\Local\\Temp)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vmware_vmtoolsd_susp_child_process.yml,proc_creation_win_vmware_vmtoolsd_susp_child_process.yml,VMToolsd Suspicious Child Process,"ParentImage=\\vmtoolsd.exe Image IN (\\cmd.exe, \\cscript.exe, \\mshta.exe, \\powershell.exe, \\pwsh.exe, \\regsvr32.exe, \\rundll32.exe, \\wscript.exe) OR OriginalFileName IN (Cmd.Exe, cscript.exe, MSHTA.EXE, PowerShell.EXE, pwsh.dll, REGSVR32.EXE, RUNDLL32.EXE, wscript.exe) NOT ((Image=\\cmd.exe CommandLine IN (\\VMware\\VMware Tools\\poweron-vm-default.bat, \\VMware\\VMware Tools\\poweroff-vm-default.bat, \\VMware\\VMware Tools\\resume-vm-default.bat, \\VMware\\VMware Tools\\suspend-vm-default.bat)) OR (Image=\\cmd.exe CommandLine=) OR (Image=\\cmd.exe CommandLine!=))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vscode_child_processes_anomalies.yml,proc_creation_win_vscode_child_processes_anomalies.yml,Potentially Suspicious Child Process Of VsCode,"ParentImage=\\code.exe Image IN (\\calc.exe, \\regsvr32.exe, \\rundll32.exe, \\cscript.exe, \\wscript.exe) OR (Image IN (\\powershell.exe, \\pwsh.exe, \\cmd.exe) CommandLine IN (Invoke-Expressions, IEX, Invoke-Command, ICM, DownloadString, rundll32, regsvr32, wscript, cscript)) OR Image IN (:\\Users\\Public\\, :\\Windows\\Temp\\, :\\Temp\\)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vscode_tunnel_execution.yml,proc_creation_win_vscode_tunnel_execution.yml,Visual Studio Code Tunnel Execution,(OriginalFileName!= CommandLine=.exe tunnel) OR (CommandLine=.exe tunnel CommandLine=--name  CommandLine=--accept-server-license-terms) OR (ParentCommandLine= tunnel Image=\\cmd.exe CommandLine=/d /c  CommandLine=\\servers\\Stable- CommandLine=code-server.cmd)
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vscode_tunnel_remote_shell_.yml,proc_creation_win_vscode_tunnel_remote_shell_.yml,Visual Studio Code Tunnel Shell Execution,"ParentImage=\\servers\\Stable- ParentImage=\\server\\node.exe ParentCommandLine=.vscode-server (Image IN (\\powershell.exe, \\pwsh.exe) CommandLine=\\terminal\\browser\\media\\shellIntegration.ps1) OR Image IN (\\wsl.exe, \\bash.exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vscode_tunnel_renamed_execution.yml,proc_creation_win_vscode_tunnel_renamed_execution.yml,Renamed Visual Studio Code Tunnel Execution,"((OriginalFileName!= CommandLine=.exe tunnel) OR (CommandLine=.exe tunnel CommandLine=--name  CommandLine=--accept-server-license-terms) OR (CommandLine=tunnel  CommandLine=service CommandLine=internal-run CommandLine=tunnel-service.log) NOT (Image IN (\\code-tunnel.exe, \\code.exe))) OR (ParentCommandLine= tunnel Image=\\cmd.exe CommandLine=/d /c  CommandLine=\\servers\\Stable- CommandLine=code-server.cmd NOT (ParentImage IN (\\code-tunnel.exe, \\code.exe)))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vscode_tunnel_service_install.yml,proc_creation_win_vscode_tunnel_service_install.yml,Visual Studio Code Tunnel Service Installation,CommandLine=tunnel  CommandLine=service CommandLine=internal-run CommandLine=tunnel-service.log
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vsdiagnostics_execution_proxy.yml,proc_creation_win_vsdiagnostics_execution_proxy.yml,Potential Binary Proxy Execution Via VSDiagnostics.EXE,"Image=\\VSDiagnostics.exe OR OriginalFileName=VSDiagnostics.exe CommandLine=start CommandLine IN ( /launch:,  -launch:)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_vslsagent_agentextensionpath_load.yml,proc_creation_win_vslsagent_agentextensionpath_load.yml,Suspicious Vsls-Agent Command With AgentExtensionPath Load,"Image=\\vsls-agent.exe CommandLine=--agentExtensionPath NOT CommandLine=Microsoft.VisualStudio.LiveShare.Agent. | table CommandLine,ParentCommandLine"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_w32tm.yml,proc_creation_win_w32tm.yml,Use of W32tm as Timer,Image=\\w32tm.exe OR OriginalFileName=w32time.dll CommandLine=/stripchart CommandLine=/computer: CommandLine=/period: CommandLine=/dataonly CommandLine=/samples:
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wab_execution_from_non_default_location.yml,proc_creation_win_wab_execution_from_non_default_location.yml,Wab Execution From Non Default Location,"Image IN (\\wab.exe, \\wabmig.exe) NOT (Image IN (C:\\Windows\\WinSxS\\, C:\\Program Files\\Windows Mail\\, C:\\Program Files (x86)\\Windows Mail\\))"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wab_unusual_parents.yml,proc_creation_win_wab_unusual_parents.yml,Wab/Wabmig Unusual Parent Or Child Processes,"(ParentImage IN (\\WmiPrvSE.exe, \\svchost.exe, \\dllhost.exe) Image IN (\\wab.exe, \\wabmig.exe)) OR ParentImage IN (\\wab.exe, \\wabmig.exe)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wbadmin_delete_all_backups.yml,proc_creation_win_wbadmin_delete_all_backups.yml,All Backups Deleted Via Wbadmin.EXE,Image=\\wbadmin.exe OR OriginalFileName=WBADMIN.EXE CommandLine=delete CommandLine=backup CommandLine=keepVersions:0
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wbadmin_delete_backups.yml,proc_creation_win_wbadmin_delete_backups.yml,Windows Backup Deleted Via Wbadmin.EXE,Image=\\wbadmin.exe OR OriginalFileName=WBADMIN.EXE CommandLine=delete  CommandLine=backup NOT CommandLine=keepVersions:0
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wbadmin_dump_sensitive_files.yml,proc_creation_win_wbadmin_dump_sensitive_files.yml,Sensitive File Dump Via Wbadmin.EXE,"Image=\\wbadmin.exe OR OriginalFileName=WBADMIN.EXE CommandLine IN (start, backup) CommandLine IN (\\config\\SAM, \\config\\SECURITY, \\config\\SYSTEM, \\Windows\\NTDS\\NTDS.dit)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wbadmin_restore_file.yml,proc_creation_win_wbadmin_restore_file.yml,File Recovery From Backup Via Wbadmin.EXE,Image=\\wbadmin.exe OR OriginalFileName=WBADMIN.EXE CommandLine= recovery CommandLine=recoveryTarget CommandLine=itemtype:File
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_wbadmin_restore_sensitive_files.yml,proc_creation_win_wbadmin_restore_sensitive_files.yml,Sensitive File Recovery From Backup Via Wbadmin.EXE,"Image=\\wbadmin.exe OR OriginalFileName=WBADMIN.EXE CommandLine= recovery CommandLine=recoveryTarget CommandLine=itemtype:File CommandLine IN (\\config\\SAM, \\config\\SECURITY, \\config\\SYSTEM, \\Windows\\NTDS\\NTDS.dit)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_webdav_lnk_execution.yml,proc_creation_win_webdav_lnk_execution.yml,Potentially Suspicious WebDAV LNK Execution,"ParentImage=\\explorer.exe Image IN (\\cmd.exe, \\cscript.exe, \\mshta.exe, \\powershell.exe, \\pwsh.exe, \\wscript.exe) CommandLine=\\DavWWWRoot\\"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_webshell_chopper.yml,proc_creation_win_webshell_chopper.yml,Chopper Webshell Process Pattern,"Image=\\w3wp.exe OR ParentImage=\\w3wp.exe CommandLine IN (&ipconfig&echo, &quser&echo, &whoami&echo, &c:&echo, &cd&echo, &dir&echo, &echo [E], &echo [S])"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_webshell_hacking.yml,proc_creation_win_webshell_hacking.yml,Webshell Hacking Activity Patterns,"ParentImage IN (\\caddy.exe, \\httpd.exe, \\nginx.exe, \\php-cgi.exe, \\w3wp.exe, \\ws_tomcatservice.exe) OR (ParentImage IN (\\java.exe, \\javaw.exe) ParentImage IN (-tomcat-, \\tomcat)) OR (ParentImage IN (\\java.exe, \\javaw.exe) CommandLine IN (catalina.jar, CATALINA_HOME)) (CommandLine=rundll32 CommandLine=comsvcs) OR (CommandLine= -hp CommandLine= a  CommandLine= -m) OR (CommandLine=net CommandLine= user  CommandLine= /add) OR (CommandLine=net CommandLine= localgroup  CommandLine= administrators  CommandLine=/add) OR Image IN (\\ntdsutil.exe, \\ldifde.exe, \\adfind.exe, \\procdump.exe, \\Nanodump.exe, \\vssadmin.exe, \\fsutil.exe) OR CommandLine IN ( -decode ,  -NoP ,  -W Hidden ,  /decode ,  /ticket:,  sekurlsa, .dmp full, .downloadfile(, .downloadstring(, FromBase64String, process call create, reg save , whoami /priv)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_webshell_recon_commands_and_processes.yml,proc_creation_win_webshell_recon_commands_and_processes.yml,Webshell Detection With Command Line Keywords,"ParentImage IN (\\w3wp.exe, \\php-cgi.exe, \\nginx.exe, \\httpd.exe, \\caddy.exe, \\ws_tomcatservice.exe) OR (ParentImage IN (\\java.exe, \\javaw.exe) ParentImage IN (-tomcat-, \\tomcat)) OR (ParentImage IN (\\java.exe, \\javaw.exe) CommandLine IN (catalina.jar, CATALINA_HOME)) (OriginalFileName IN (net.exe, net1.exe) CommandLine IN ( user ,  use ,  group )) OR (OriginalFileName=ping.exe CommandLine= -n ) OR CommandLine IN (&cd&echo, cd /d ) OR (OriginalFileName=wmic.exe CommandLine= /node:) OR Image IN (\\dsquery.exe, \\find.exe, \\findstr.exe, \\ipconfig.exe, \\netstat.exe, \\nslookup.exe, \\pathping.exe, \\quser.exe, \\schtasks.exe, \\systeminfo.exe, \\tasklist.exe, \\tracert.exe, \\ver.exe, \\wevtutil.exe, \\whoami.exe) OR OriginalFileName IN (dsquery.exe, find.exe, findstr.exe, ipconfig.exe, netstat.exe, nslookup.exe, pathping.exe, quser.exe, schtasks.exe, sysinfo.exe, tasklist.exe, tracert.exe, ver.exe, VSSADMIN.EXE, wevtutil.exe, whoami.exe) OR CommandLine IN ( Test-NetConnection , dir \\)"
C:\SigmaRules\sigma\rules\windows\process_creation\proc_creation_win_webshell_susp_process_spawned_from_webserver.yml,proc_creation_win_webshell_susp_process_spawned_from_webserver.yml,Suspicious Process By Web Server Process,"ParentImage IN (\\caddy.exe, \\httpd.exe, \\nginx.exe, \\php-cgi.exe, \\php.exe, \\tomcat.exe, \\UMWorkerProcess.exe, \\w3wp.exe, \\ws_TomcatService.exe) OR (ParentImage IN (\\java.exe, \\javaw.exe) ParentImage IN (-tomcat-, \\tomcat)) OR (ParentImage IN (\\java.exe, \\javaw.exe) ParentCommandLine IN (CATALINA_HOME, catalina.home, catalina.jar)) Image IN (\\arp.exe, \\at.exe, \\bash.exe, \\bitsadmin.exe, \\certutil.exe, \\cmd.exe, \\cscript.exe, \\dsget.exe, \\hostname.exe, \\nbtstat.exe, \\net.exe, \\net1.exe, \\netdom.exe, \\netsh.exe, \\nltest.exe, \\ntdutil.exe, \\powershell_ise.exe, \\powershell.exe, \\pwsh.exe, \\qprocess.exe, \\query.exe, \\qwinsta.exe, \\reg.exe, \\rundll32.exe, \\sc.exe, \\sh.exe, \\wmic.exe, \\wscript.exe, \\wusa.exe) NOT ((ParentImage=\\java.exe CommandLine=Windows\\system32\\cmd.exe /c C:\\ManageEngine\\ADManager \Plus\\ES\\bin\\elasticsearch.bat -Enode.name=RMP-NODE1 -pelasticsearch-pid.txt) OR (ParentImage=\\java.exe CommandLine=sc query CommandLine=ADManager Plus))"
